time (us), GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course
424705720, 14, 29.8134933, -95.7816496, 409, 17.07, 266.8
424906384, 15, 29.8134933, -95.7816496, 409, 16.69, 262.5
424936390, 15, 29.8134892, -95.7816835, 406, 16.47, 260.5
425106548, 15, 29.8134843, -95.7817173, 405, 16.47, 260.5
425316759, 15, 29.8134789, -95.7817502, 402, 16.03, 258.2
425507010, 15, 29.8134734, -95.7817823, 397, 15.41, 259.4
425687823, 14, 29.8134734, -95.7817823, 397, 15.41, 259.4
425697885, 14, 29.8134698, -95.7818128, 391, 14.23, 264.7
425888509, 13, 29.8134698, -95.7818128, 391, 14.23, 264.7
425908635, 13, 29.8134648, -95.7818420, 382, 14.23, 264.7
426089012, 13, 29.8134566, -95.7818729, 379, 14.84, 254.9
426288947, 14, 29.8134465, -95.7819028, 381, 16.40, 251.0
426489134, 14, 29.8134374, -95.7819305, 387, 14.61, 246.8
426699157, 15, 29.8134374, -95.7819305, 387, 14.01, 249.5
426709259, 15, 29.8134294, -95.7819582, 392, 14.16, 251.4
426929509, 15, 29.8134221, -95.7819861, 398, 13.93, 252.8
427099634, 15, 29.8134149, -95.7820143, 403, 13.93, 252.8
427299760, 15, 29.8134082, -95.7820425, 408, 13.99, 253.5
427500010, 15, 29.8134020, -95.7820701, 410, 13.89, 254.5
427700259, 15, 29.8133957, -95.7820983, 413, 13.87, 255.5
427920267, 15, 29.8133894, -95.7821271, 416, 14.03, 254.7
428100291, 15, 29.8133838, -95.7821572, 422, 14.67, 258.2
428300884, 15, 29.8133785, -95.7821877, 429, 15.23, 257.5
428500920, 15, 29.8133714, -95.7822193, 442, 15.95, 252.3
428701010, 15, 29.8133625, -95.7822523, 462, 17.21, 251.1
428921384, 15, 29.8133549, -95.7822881, 483, 18.56, 258.9
429102259, 15, 29.8133489, -95.7823241, 498, 17.13, 258.3
429303134, 15, 29.8133434, -95.7823568, 509, 15.26, 258.7
429504010, 15, 29.8133393, -95.7823865, 511, 14.21, 261.9
429704259, 15, 29.8133368, -95.7824141, 513, 12.89, 264.8
429924429, 15, 29.8133344, -95.7824419, 512, 13.91, 262.3
430094634, 15, 29.8133310, -95.7824705, 508, 13.91, 262.3
430294886, 15, 29.8133260, -95.7825006, 498, 13.85, 259.6
430495384, 15, 29.8133204, -95.7825369, 489, 16.10, 258.3
430695407, 15, 29.8133138, -95.7825793, 480, 21.92, 258.3
430925514, 15, 29.8133055, -95.7826264, 467, 24.72, 257.9
431095769, 15, 29.8132960, -95.7826798, 458, 24.72, 257.9
431296259, 15, 29.8132857, -95.7827393, 452, 28.11, 258.0
431496384, 15, 29.8132751, -95.7828021, 450, 30.39, 258.4
431696509, 15, 29.8132646, -95.7828658, 448, 31.56, 259.3
431916634, 15, 29.8132550, -95.7829293, 446, 31.56, 259.3
432097303, 15, 29.8132447, -95.7829906, 445, 29.36, 256.9
432297884, 15, 29.8132319, -95.7830478, 441, 28.13, 253.4
432498759, 15, 29.8132155, -95.7831015, 437, 27.25, 247.5
432699415, 15, 29.8131956, -95.7831510, 434, 25.79, 242.7
432919759, 15, 29.8131742, -95.7831953, 429, 23.46, 238.6
433099768, 15, 29.8131524, -95.7832328, 424, 20.32, 233.0
433289885, 15, 29.8131300, -95.7832624, 416, 17.85, 224.6
433490511, 15, 29.8131075, -95.7832839, 409, 17.85, 224.6
433691134, 15, 29.8130833, -95.7832938, 402, 14.90, 214.1
433921260, 15, 29.8130577, -95.7832932, 393, 14.32, 171.6
434091395, 15, 29.8130339, -95.7832843, 386, 14.32, 171.6
434291551, 15, 29.8130145, -95.7832689, 374, 13.70, 153.2
434492152, 15, 29.8129985, -95.7832497, 364, 13.08, 137.9
434692894, 15, 29.8129843, -95.7832279, 356, 12.77, 129.4
434913759, 15, 29.8129758, -95.7832016, 346, 13.55, 122.7
435094396, 15, 29.8129730, -95.7831719, 338, 15.16, 92.9
435295134, 15, 29.8129734, -95.7831411, 336, 15.35, 86.3
435495884, 15, 29.8129771, -95.7831089, 334, 16.13, 78.2
435696150, 15, 29.8129835, -95.7830757, 334, 16.73, 74.8
435907089, 15, 29.8129913, -95.7830421, 333, 16.73, 74.8
436097884, 15, 29.8129994, -95.7830081, 332, 16.84, 73.1
436288634, 15, 29.8130081, -95.7829756, 330, 16.84, 73.1
436489384, 15, 29.8130165, -95.7829433, 327, 16.13, 72.3
436689523, 15, 29.8130252, -95.7829106, 325, 16.21, 73.1
436919763, 15, 29.8130343, -95.7828776, 325, 16.86, 72.6
437090140, 15, 29.8130438, -95.7828443, 327, 16.93, 72.7
437290509, 15, 29.8130532, -95.7828103, 329, 17.28, 72.5
437490635, 15, 29.8130637, -95.7827781, 339, 16.48, 70.6
437690559, 15, 29.8130749, -95.7827428, 354, 19.55, 70.7
437910823, 15, 29.8130863, -95.7827036, 369, 19.55, 70.7
438091510, 15, 29.8130981, -95.7826655, 380, 19.08, 70.0
438292259, 15, 29.8131099, -95.7826292, 386, 18.33, 69.6
438482510, 15, 29.8131204, -95.7825949, 387, 18.33, 69.6
438662634, 14, 29.8131204, -95.7825949, 387, 16.95, 73.0
438672634, 14, 29.8131309, -95.7825628, 388, 16.46, 68.3
438892804, 14, 29.8131410, -95.7825318, 387, 16.46, 68.3
439073038, 14, 29.8131499, -95.7825005, 384, 15.84, 72.8
439283259, 15, 29.8131574, -95.7824683, 381, 15.84, 72.8
439483260, 15, 29.8131641, -95.7824359, 381, 15.84, 76.6
439683561, 15, 29.8131711, -95.7824031, 383, 16.44, 76.5
439903696, 15, 29.8131780, -95.7823713, 385, 16.18, 75.5
440084011, 15, 29.8131846, -95.7823393, 383, 15.89, 75.7
440284260, 15, 29.8131918, -95.7823078, 380, 15.61, 74.5
440484509, 15, 29.8131991, -95.7822766, 376, 15.68, 75.5
440685134, 15, 29.8132062, -95.7822452, 370, 15.55, 75.0
440905634, 15, 29.8132135, -95.7822140, 362, 15.64, 75.4
441075894, 15, 29.8132202, -95.7821818, 353, 15.64, 75.4
441285921, 15, 29.8132260, -95.7821484, 346, 16.68, 79.4
441486134, 15, 29.8132313, -95.7821136, 341, 17.30, 80.1
441686884, 15, 29.8132363, -95.7820776, 338, 17.80, 80.4
441877634, 16, 29.8132363, -95.7820776, 338, 17.80, 80.4
441907665, 16, 29.8132420, -95.7820412, 337, 17.83, 79.1
442088038, 16, 29.8132481, -95.7820049, 337, 17.73, 79.4
442288885, 16, 29.8132543, -95.7819688, 337, 17.88, 78.8
442489760, 16, 29.8132607, -95.7819326, 338, 17.84, 78.9
442680759, 16, 29.8132668, -95.7818966, 340, 17.84, 78.9
442901637, 16, 29.8132733, -95.7818607, 350, 17.49, 79.3
443082509, 16, 29.8132798, -95.7818221, 363, 19.80, 78.9
443283510, 16, 29.8132859, -95.7817822, 376, 19.75, 81.4
443484509, 16, 29.8132923, -95.7817433, 384, 18.79, 77.4
443684410, 16, 29.8132983, -95.7817061, 386, 17.67, 81.5
443904533, 16, 29.8133026, -95.7816709, 387, 16.90, 83.0
444074802, 16, 29.8133061, -95.7816367, 385, 16.90, 83.0
444275384, 16, 29.8133088, -95.7816041, 380, 16.31, 83.6
444476136, 16, 29.8133140, -95.7815715, 375, 15.09, 85.2
444677023, 16, 29.8133222, -95.7815381, 371, 16.87, 75.8
444897887, 16, 29.8133308, -95.7815060, 374, 16.48, 71.9
445077885, 16, 29.8133382, -95.7814737, 380, 16.07, 74.6
445278010, 16, 29.8133449, -95.7814418, 387, 16.12, 75.6
445488149, 16, 29.8133509, -95.7814111, 393, 15.04, 78.5
445678510, 16, 29.8133562, -95.7813805, 398, 15.06, 80.2
445898564, 16, 29.8133608, -95.7813499, 403, 15.05, 81.5
446078760, 16, 29.8133647, -95.7813190, 410, 15.20, 84.0
446279010, 16, 29.8133674, -95.7812875, 419, 15.28, 86.0
446479023, 16, 29.8133692, -95.7812554, 430, 15.78, 88.4
446679047, 16, 29.8133702, -95.7812217, 446, 16.79, 89.0
446899259, 16, 29.8133712, -95.7811858, 464, 17.82, 87.7
447079884, 16, 29.8133727, -95.7811512, 484, 16.34, 88.9
447280388, 16, 29.8133737, -95.7811176, 496, 16.16, 87.7
447471213, 16, 29.8133755, -95.7810854, 503, 16.16, 87.7
447651973, 13, 29.8133755, -95.7810854, 503, 15.24, 86.0
447662010, 13, 29.8133765, -95.7810552, 504, 14.10, 90.4
447882510, 13, 29.8133768, -95.7810270, 505, 13.69, 89.8
448053164, 13, 29.8133764, -95.7809994, 500, 13.69, 89.8
448253801, 13, 29.8133754, -95.7809716, 490, 12.90, 92.4
448454643, 14, 29.8133751, -95.7809447, 476, 13.16, 92.0
448655385, 14, 29.8133758, -95.7809175, 459, 12.62, 90.2
448855884, 15, 29.8133758, -95.7809175, 459, 13.62, 88.0
448885885, 15, 29.8133777, -95.7808875, 443, 13.62, 88.0
449065932, 15, 29.8133823, -95.7808525, 433, 15.43, 84.9
449266047, 15, 29.8133888, -95.7808114, 426, 19.57, 81.1
449466580, 15, 29.8133961, -95.7807663, 418, 21.37, 80.1
449667041, 15, 29.8134039, -95.7807203, 410, 22.95, 79.2
449888010, 15, 29.8134114, -95.7806763, 401, 22.72, 79.3
450068516, 15, 29.8134184, -95.7806342, 389, 20.56, 79.9
450269260, 15, 29.8134233, -95.7805939, 375, 19.39, 85.2
450469278, 15, 29.8134236, -95.7805553, 363, 18.66, 95.0
450669301, 15, 29.8134202, -95.7805193, 351, 16.69, 98.2
450890010, 15, 29.8134118, -95.7804900, 345, 14.75, 119.2
451070759, 15, 29.8133973, -95.7804694, 345, 12.18, 137.4
451271634, 15, 29.8133787, -95.7804601, 347, 11.68, 171.1
451461672, 15, 29.8133583, -95.7804614, 347, 11.44, 192.3
451661702, 15, 29.8133398, -95.7804697, 350, 11.44, 192.3
451892026, 15, 29.8133249, -95.7804826, 352, 9.90, 223.9
452062188, 15, 29.8133139, -95.7804995, 352, 9.90, 223.9
452263180, 15, 29.8133066, -95.7805205, 352, 10.27, 238.8
452463885, 15, 29.8133036, -95.7805439, 352, 10.94, 254.7
452664385, 15, 29.8133064, -95.7805697, 353, 11.18, 267.0
452885259, 15, 29.8133145, -95.7805974, 353, 13.32, 284.2
453065885, 15, 29.8133248, -95.7806265, 355, 15.26, 292.8
453266134, 15, 29.8133358, -95.7806567, 355, 15.94, 291.8
453466161, 15, 29.8133464, -95.7806875, 357, 15.99, 290.4
453666384, 15, 29.8133556, -95.7807194, 358, 16.18, 285.9
453887134, 15, 29.8133631, -95.7807532, 361, 17.17, 282.4
454057770, 15, 29.8133695, -95.7807879, 363, 16.83, 281.2
454258550, 15, 29.8133754, -95.7808228, 365, 16.83, 281.2
454459010, 15, 29.8133802, -95.7808579, 365, 17.10, 280.0
454660010, 15, 29.8133837, -95.7808934, 366, 16.94, 276.9
454880762, 15, 29.8133854, -95.7809292, 366, 17.17, 274.9
455061509, 15, 29.8133841, -95.7809661, 366, 17.74, 265.2
455261760, 15, 29.8133812, -95.7810027, 365, 17.53, 263.9
455461759, 15, 29.8133779, -95.7810389, 362, 17.44, 264.0
455661832, 15, 29.8133747, -95.7810749, 358, 17.44, 264.0
455882324, 15, 29.8133722, -95.7811111, 354, 17.43, 264.0
456063010, 15, 29.8133700, -95.7811481, 350, 17.88, 266.4
456263759, 15, 29.8133684, -95.7811849, 347, 17.59, 267.2
456464259, 15, 29.8133671, -95.7812221, 346, 18.10, 268.2
456655010, 15, 29.8133659, -95.7812595, 346, 18.10, 268.2
456885759, 15, 29.8133644, -95.7812968, 348, 17.83, 266.8
457056037, 15, 29.8133627, -95.7813339, 349, 17.83, 266.8
457256261, 15, 29.8133612, -95.7813706, 350, 17.68, 266.8
457456394, 15, 29.8133592, -95.7814076, 355, 17.56, 266.4
457656963, 15, 29.8133557, -95.7814465, 369, 19.55, 261.3
457877759, 15, 29.8133520, -95.7814878, 392, 19.55, 261.3
458058635, 15, 29.8133500, -95.7815299, 419, 19.69, 267.1
458259179, 15, 29.8133475, -95.7815699, 440, 18.90, 263.1
458460174, 15, 29.8133440, -95.7816079, 454, 17.79, 263.4
458661010, 15, 29.8133403, -95.7816441, 465, 17.09, 262.2
458881385, 15, 29.8133370, -95.7816791, 471, 16.62, 264.7
459052053, 15, 29.8133346, -95.7817131, 473, 16.62, 264.7
459252260, 15, 29.8133310, -95.7817462, 473, 15.83, 259.8
459452428, 15, 29.8133258, -95.7817784, 474, 15.83, 259.8
459652759, 15, 29.8133191, -95.7818097, 470, 15.48, 257.5
459873384, 15, 29.8133116, -95.7818409, 465, 15.63, 254.4
460053635, 15, 29.8133043, -95.7818704, 455, 14.42, 254.1
460253760, 15, 29.8133018, -95.7818997, 446, 14.26, 270.5
460453885, 15, 29.8133022, -95.7819299, 441, 14.33, 269.3
460654421, 15, 29.8133025, -95.7819614, 436, 16.00, 270.5
460874557, 15, 29.8133017, -95.7819956, 435, 17.10, 266.7
461054759, 15, 29.8132996, -95.7820314, 435, 17.79, 264.8
461255010, 15, 29.8132968, -95.7820681, 436, 17.86, 263.9
461455509, 15, 29.8132937, -95.7821049, 436, 17.88, 263.7
461645893, 15, 29.8132900, -95.7821421, 433, 17.88, 263.7
461866884, 15, 29.8132855, -95.7821799, 428, 18.21, 262.8
462046947, 15, 29.8132801, -95.7822190, 423, 18.62, 261.0
462247259, 15, 29.8132742, -95.7822593, 418, 19.59, 260.1
462447273, 15, 29.8132678, -95.7823005, 414, 19.93, 260.1
462648012, 15, 29.8132605, -95.7823429, 411, 20.45, 258.7
462869137, 15, 29.8132529, -95.7823862, 408, 21.07, 258.2
463049332, 15, 29.8132450, -95.7824302, 408, 21.79, 257.4
463250186, 15, 29.8132366, -95.7824743, 408, 21.69, 256.9
463451134, 15, 29.8132261, -95.7825174, 411, 21.37, 251.4
463651259, 15, 29.8132159, -95.7825603, 413, 21.61, 256.5
463871259, 15, 29.8132065, -95.7826036, 417, 21.61, 256.5
464051509, 15, 29.8131969, -95.7826464, 420, 21.20, 255.5
